feature,mi
id.resp_p,0.2683812939029161
orig_ip_bytes,0.26564771054081093
id.orig_p,0.2584719537923459
Unnamed: 0,0.16487529493643116
orig_pkts,0.15213299796811763
duration,0.12235522095962725
orig_bytes,0.11941559716286188
resp_ip_bytes,0.10364862718621004
resp_bytes,0.10294175407394168
resp_pkts,0.0978274668283412
missed_bytes,0.001174465582962858
