feature,mean,std
sBytesAvg,0.0005796784425243229,0.00028119785917493515
rBytesAvg,0.0038171278573772118,0.0008534621535556981
sFinRate,0.0008968609865470656,0.00012755007972974238
rFinRate,8.749863283386006e-05,0.0001071635018170458
sSynRate,0.005217105982719017,0.00045109024668710116
rSynRate,0.0013015421634036684,3.281198731269752e-05
sRstRate,0.00037186918954390524,0.00010024227704157803
rRstRate,0.0005468664552116254,0.0
sttl,0.0,0.0
rttl,0.0,0.0
sAckRate,0.0016077873783221952,0.000484339709624523
rAckRate,0.0,0.0
sAckDelayMax,0.008946735207262375,0.0020142510259795383
rAckDelayMax,-0.03450727332385434,0.0025948222631197444
sPackets,0.0,0.0
rPackets,-0.01094826643333699,0.0006098480524751571
sWinTCP,0.013441977469102034,0.0006441891861589045
rWinTCP,-0.0157278792518867,0.0005636705119424841
sPayloadAvg,0.007984250246089897,0.00034586871488223895
rPayloadAvg,-0.0029202668708301514,0.0010926933701419673
sInterPacketAvg,-0.17489882970578585,0.002252372914711406
rInterPacketAvg,-0.08190965766159905,0.0027658470428117295
