feature,mean,std
sBytesAvg,0.008191163604549367,0.0007862615690296849
rBytesAvg,0.0018810148731408182,0.00014508419905317596
rFinRate,0.0003499562554680091,0.00013659225718281806
sttl,0.00019685039370074265,4.374453193349836e-05
rttl,0.06534339457567799,0.0015187056345097598
sAckDelayMax,0.004516622922134672,0.0006010895049720607
rAckDelayMax,0.21174540682414697,0.003339301243627594
sPackets,0.03339895013123354,0.001480382437359377
rPackets,0.12976815398075237,0.0030684380457328022
sWinTCP,0.01617454068241463,0.00133711836432511
rWinTCP,0.00193569553805768,0.0003425297411059935
sInterPacketAvg,0.024693788276465366,0.0017102377779811561
rInterPacketAvg,0.06248906386701658,0.0011668397785082555
