feature,importance
end,0.003986744626398997
endOffset,0.07750192731470022
rBytesSum,0.23916909955671675
start,0.010940012486110854
sBytesSum,0.05428218225335205
startOffset,0.4192119898745464
sPayloadSum,0.023264305004112376
rPayloadSum,0.014193453171384934
rPackets,0.1537092964637841
sPackets,0.0037409892488934923
