feature,importance
end,0.0059039086687562884
endOffset,0.1205632846515197
rBytesSum,0.14529734226771815
start,0.007025589168309612
sBytesSum,0.053418034075646846
startOffset,0.49916886276400074
sPayloadSum,0.0161300574784241
rPayloadSum,0.019751216296862942
rPackets,0.11399666824579038
sPackets,0.018745036382971203
