feature,mean,std
end,0.004177602799650027,0.0004982845909840188
endOffset,0.039293525809273824,0.0016280152154104035
rBytesSum,0.13507217847769032,0.0017819186215775325
start,0.00866141732283462,0.0006576245134896285
sBytesSum,0.03366141732283462,0.0013701189644239379
startOffset,0.09272747156605422,0.001718365451617532
sPayloadSum,0.07987751531058615,0.001969232877576079
rPayloadSum,0.016590113735783018,0.0006396469298289352
rPackets,0.04448818897637793,0.0009430472938455763
sPackets,0.023906386701662275,0.0011871624448916852
